Checksum Id Operacao;Data do Inicio;Data da Deflagracao;Tipo de Operacao;Area;Sigla Unidade Federativa;Sigla Unidade Institucional;Atuacao em Territorio Indigena;Atuacao em Territorio de Fronteira;Qtd Prisao em Flagrante;Qtd Prisao Preventiva;Qtd Prisao Temporaria;Qtd Mandado de Busca e Apreesao;Qtd Valores Apreendidos;Qtd Valores Apreendidos i11;Qtd Valores Descapitalizados;Qtd Prejuizos Causados a Uniao;Proib Ausentar Comarca;Proib Acesso ou Freq;Comparecimento Juizo;Qtd Fianca;Qtd Internacao Prov;Proib Contato;Mand Jud Caut Assec;Recol Domic Noturno;Susp Ex Func Pub A E;Monit Eletronica
8d26a0957b9dc0ad4a84976b1052b579;31/12/2022;31/12/2022;Operacao Simples ;Tráfico de Drogas                                                                                                               ;MS;SR/PF/MS                                                        ;Nao;                                                                                                                                ;0;0;0;0;R$3.860,00;;;;0;0;0;0;0;0;0;0;0;0
afc5d6fd1e2927e17b358a9c7932d623;31/12/2022;31/12/2022;Operacao Simples ;Tráfico de Drogas                                                                                                               ;PA;DPF/ATM/PA                                                      ;Nao;                                                                                                                                ;0;0;0;0;R$600,00;;;;0;0;0;0;0;0;0;0;0;0
0c72afb63bd0c6089fc5b60bd096103e;31/12/2022;31/12/2022;Operacao Simples ;Crimes Fazendários                                                                                                              ;RJ;DPF/GOY/RJ                                                      ;Nao;                                                                                                                                ;0;0;0;0;R$4.950,00;;;;0;0;0;0;0;0;0;0;0;0
2ed1992f26f3c852d136a1bd22507d22;31/12/2022;31/12/2022;Operacao de Apoio;Crimes Ambientais e Contra o Patrimônio Cultural                                                                                ;RR;SR/PF/RR                                                        ;Nao;                                                                                                                                ;0;0;0;0;;;;;0;0;0;0;0;0;0;0;0;0
f341ad082c0761d21aa3b7ed8cd268a9;30/12/2022;30/12/2022;Operacao de Apoio;Tráfico de Drogas                                                                                                               ;PR;DPF/MGA/PR                                                      ;Nao;                                                                                                                                ;0;0;0;0;;;;;0;0;0;0;0;0;0;0;0;0
9cc7473c1a2796038a6d1c08f0ca0191;30/12/2022;30/12/2022;Operacao Comum   ;Crimes Fazendários                                                                                                              ;MS;DPF/TLS/MS                                                      ;Nao;                                                                                                                                ;1;0;0;0;R$597,00;;;;0;0;0;0;0;0;0;0;0;0
25e23af6928be4da4e087c326a428f80;30/12/2022;30/12/2022;Operacao Simples ;Crimes Fazendários                                                                                                              ;RS;SR/PF/RS                                                        ;Nao;                                                                                                                                ;2;0;0;0;R$900,00;;;;0;0;0;0;0;0;0;0;0;0
4a1fc1fb0bee1f809f2caf38f0919051;30/12/2022;30/12/2022;Operacao Simples ;Crimes Fazendários                                                                                                              ;CE;SR/PF/CE                                                        ;Nao;                                                                                                                                ;1;0;0;0;;;;;0;0;0;0;0;0;0;0;0;0
2053963d6de26a5652d9a165df42134d;30/12/2022;30/12/2022;Operacao Simples ;Tráfico de Drogas                                                                                                               ;AM;SR/PF/AM                                                        ;Nao;                                                                                                                                ;1;0;0;0;;;;;0;0;0;0;0;0;0;0;0;0
18fec8b8548bd53e83f29c23d58821f9;30/12/2022;30/12/2022;Operacao Simples ;Tráfico de Drogas                                                                                                               ;AM;SR/PF/AM                                                        ;Nao;                                                                                                                                ;1;0;0;0;;;;;0;0;0;0;0;0;0;0;0;0
add218da6e6329fac8755ea78004dea1;30/12/2022;30/12/2022;Operacao Comum   ;Crimes Fazendários                                                                                                              ;PR;SR/PF/PR                                                        ;Nao;                                                                                                                                ;1;0;0;0;;;;;0;0;0;0;0;0;0;0;0;0
3647bd229536d49169895dd867e8fe33;30/12/2022;30/12/2022;Operacao Simples ;Crimes Fazendários                                                                                                              ;DF;SR/PF/DF                                                        ;Nao;                                                                                                                                ;0;0;0;0;;;;;0;0;0;0;0;0;0;0;0;0
95b952984396b86e831c72b32388f51b;03/01/2023;30/12/2022;Operacao Comum   ;Crimes Fazendários                                                                                                              ;RJ;DPF/GOY/RJ                                                      ;Nao;                                                                                                                                ;1;0;0;0;R$1.000,00;;;;0;0;0;0;0;0;0;0;0;0
6d23b7113f4e7c8a22bfc2a53aa3faf4;05/12/2022;29/12/2022;Operacao Comum   ;Crimes de Ódio e Pornografia Infantil                                                                                           ;MS;SR/PF/MS                                                        ;Nao;                                                                                                                                ;0;0;0;0;;;;;0;0;0;0;0;0;0;0;0;0
dcdf43ade393e870321ebee85b4f8248;29/12/2022;29/12/2022;Operacao de Apoio;Crimes de Corrupção                                                                                                             ;SP;SR/PF/SP                                                        ;Nao;                                                                                                                                ;0;0;0;0;;;;;0;0;0;0;0;0;0;0;0;0
756af0dbd327e78fb2894f5055f0a9ca;29/12/2022;29/12/2022;Operacao de Apoio;Crimes de Corrupção                                                                                                             ;SP;SR/PF/SP                                                        ;Nao;                                                                                                                                ;0;0;0;0;;;;;0;0;0;0;0;0;0;0;0;0
1385c716e0293b5609ab0456bb17fbdd;29/12/2022;29/12/2022;Operacao de Apoio;Crimes de Corrupção                                                                                                             ;SP;DPF/MII/SP                                                      ;Nao;                                                                                                                                ;0;0;0;0;;;;;0;0;0;0;0;0;0;0;0;0
dc955b7f2360f5ac6560ddd8272f6800;29/12/2022;29/12/2022;Operacao de Apoio;Crimes de Corrupção                                                                                                             ;RJ;SR/PF/RJ                                                        ;Nao;                                                                                                                                ;0;0;0;0;;;;;0;0;0;0;0;0;0;0;0;0
2e4e7c5b19e2fd70a093578b9d858234;29/12/2022;29/12/2022;Operacao Simples ;Crimes Fazendários                                                                                                              ;SP;DPF/MII/SP                                                      ;Nao;Paraguai                                                                                                                        ;0;0;0;0;R$105.000,00;;;R$55.250,00;0;0;0;0;0;0;0;0;0;0
9c53fa9238a2a0e38942e1e0b375f302;29/12/2022;29/12/2022;Operacao Comum   ;Crimes Fazendários                                                                                                              ;RJ;DPF/MCE/RJ                                                      ;Nao;                                                                                                                                ;2;0;0;0;;;;;0;0;0;0;0;0;0;0;0;0
3e89778b9ef82189a336a84b1546c976;29/12/2022;29/12/2022;Operacao Simples ;Crimes Fazendários                                                                                                              ;MS;DPF/DRS/MS                                                      ;Nao;                                                                                                                                ;0;0;0;0;R$167.601,00;;;;0;0;0;0;0;0;0;0;0;0
98453dcb6b342f8c8cab5c87ed3b4b08;29/12/2022;29/12/2022;Operacao Simples ;Crimes Fazendários                                                                                                              ;TO;SR/PF/TO                                                        ;Nao;                                                                                                                                ;1;0;0;0;R$900,00;;;;0;0;0;0;0;0;0;0;0;0
