Checksum Id Operacao;Data do Inicio;Data da Deflagracao;Tipo de Operacao;Area;Sigla Unidade Federativa;Sigla Unidade Institucional;Atuacao em Territorio Indigena;Atuacao em Territorio de Fronteira;Qtd Prisao em Flagrante;Qtd Prisao Preventiva;Qtd Prisao Temporaria;Qtd Mandado de Busca e Apreesao;Qtd Valores Apreendidos;Qtd Valores Apreendidos i11;Qtd Valores Descapitalizados;Qtd Prejuizos Causados a Uniao;Proib Ausentar Comarca;Proib Acesso ou Freq;Comparecimento Juizo;Qtd Fianca;Qtd Internacao Prov;Proib Contato;Mand Jud Caut Assec;Recol Domic Noturno;Susp Ex Func Pub A E;Monit Eletronica
15343cb35e118cde045802809102ae68;28/02/2022;28/02/2022;Operacao Comum   ;Crimes Fazendários                                                                                                              ;MS;DPF/DRS/MS                                                      ;Nao;                                                                                                                                ;0;0;0;0;;;;;0;0;0;0;0;0;0;0;0;0
098132b1644a8c2537416fe7e8877f84;28/02/2022;28/02/2022;Operacao Simples ;Crimes Fazendários                                                                                                              ;MS;SR/PF/MS                                                        ;Nao;                                                                                                                                ;0;0;0;0;R$300,00;;;;0;0;0;0;0;0;0;0;0;0
9d5fcdd9016a8e52af9f13e28be71456;28/02/2022;28/02/2022;Operacao Simples ;Crimes Fazendários                                                                                                              ;MS;DPF/TLS/MS                                                      ;Nao;                                                                                                                                ;1;0;0;0;R$3.100,00;;;;0;0;0;0;0;0;0;0;0;0
bdb30dc382b1d55ab23d56c91abe4a26;28/02/2022;28/02/2022;Operacao Simples ;Tráfico de Drogas                                                                                                               ;RJ;DPF/AIN/RJ                                                      ;Nao;                                                                                                                                ;1;0;0;0;;;;;0;0;0;0;0;0;0;0;0;0
dd12ddda488fbab56b16756b102ec64e;28/02/2022;28/02/2022;Operacao Simples ;Crimes Fazendários                                                                                                              ;PR;DPF/GRA/PR                                                      ;Nao;Paraguai                                                                                                                        ;0;0;0;0;R$44.492,00;;;;0;0;0;0;0;0;0;0;0;0
80035875581273088c5212993713bd76;28/02/2022;28/02/2022;Operacao Simples ;Crimes Fazendários                                                                                                              ;PR;DPF/GRA/PR                                                      ;Nao;                                                                                                                                ;0;0;0;0;R$411.890,00;;;;0;0;0;0;0;0;0;0;0;0
d85fdf5848c81a6f3330f1607c7d88d1;28/02/2022;28/02/2022;Operacao Simples ;Crimes Fazendários                                                                                                              ;SP;DPF/SOD/SP                                                      ;Nao;                                                                                                                                ;0;0;0;0;R$167.029,00;;;;0;0;0;0;0;0;0;0;0;0
f9176ff2293bd476fa79efd9201dfddf;28/02/2022;28/02/2022;Operacao de Apoio;Tráfico de Drogas                                                                                                               ;RR;SR/PF/RR                                                        ;Nao;                                                                                                                                ;0;0;0;0;;;;;0;0;0;0;0;0;0;0;0;0
7a74d0a59d8d7fa2d696d5a71360d544;28/02/2022;28/02/2022;Operacao Simples ;Crimes Financeiros                                                                                                              ;RS;DPF/LIV/RS                                                      ;Nao;Uruguai                                                                                                                         ;1;0;0;0;R$183.043,00;;;;0;0;0;0;0;0;0;0;0;0
7a2bfb2337d4849c50201ca0c8b74321;28/02/2022;28/02/2022;Operacao de Apoio;Crimes de Corrupção                                                                                                             ;AC;DPF/EPA/AC                                                      ;Nao;                                                                                                                                ;0;0;0;0;;;;;0;0;0;0;0;0;0;0;0;0
b6050761b75009c4ea4f61eaadd43fea;28/02/2022;28/02/2022;Operacao de Apoio;Tráfico de Drogas                                                                                                               ;RJ;SR/PF/RJ                                                        ;Nao;                                                                                                                                ;0;0;0;0;;;;;0;0;0;0;0;0;0;0;0;0
28c8b008dadd6ec9502c12888885cc99;28/02/2022;28/02/2022;Operacao de Apoio;Crimes Ambientais e Contra o Patrimônio Cultural                                                                                ;RO;DPF/VLA/RO                                                      ;Nao;                                                                                                                                ;0;0;0;0;;;;;0;0;0;0;0;0;0;0;0;0
e2f232687833a4fd8664f759d6474309;28/02/2022;28/02/2022;Operacao Simples ;Tráfico de Drogas                                                                                                               ;RJ;DPF/AIN/RJ                                                      ;Nao;                                                                                                                                ;0;1;0;0;;;;;0;0;0;0;0;0;0;0;0;0
34cfe5b19f4094d4c66d886128da4df1;28/02/2022;28/02/2022;Operacao Simples ;Tráfico de Drogas                                                                                                               ;SP;DPF/MII/SP                                                      ;Nao;                                                                                                                                ;0;0;0;0;;;;;0;0;0;0;0;0;0;0;0;0
76044e9f00574d8a76bab57b15f036a7;27/02/2022;27/02/2022;Operacao Simples ;Crimes Ambientais e Contra o Patrimônio Cultural                                                                                ;RS;DPF/SAG/RS                                                      ;Nao;                                                                                                                                ;0;0;0;0;R$21.250,00;;;R$21.250,00;0;0;0;0;0;0;0;0;0;0
2b37dcb0e189f4886f1a934da4c5cc0f;27/02/2022;27/02/2022;Operacao Simples ;Tráfico de Drogas                                                                                                               ;RJ;DPF/AIN/RJ                                                      ;Nao;                                                                                                                                ;1;0;0;0;;;;;0;0;0;0;0;0;0;0;0;0
d709ac8e1ed393d036c895d239d825a4;27/02/2022;27/02/2022;Operacao Simples ;Crimes Fazendários                                                                                                              ;SC;SR/PF/SC                                                        ;Nao;                                                                                                                                ;0;0;0;0;;;;;0;0;0;0;0;0;0;0;0;0
41eca4f79d1bdb7e972fc4364c1408a2;27/02/2022;27/02/2022;Operacao de Apoio;Crimes Ambientais e Contra o Patrimônio Cultural                                                                                ;PI;SR/PF/PI                                                        ;Nao;                                                                                                                                ;0;0;0;0;;;;;0;0;0;0;0;0;0;0;0;0
9d9b2daa6e606fa7c32c3f7c90ba48b4;27/02/2022;27/02/2022;Operacao Simples ;Crimes Fazendários                                                                                                              ;MS;SR/PF/MS                                                        ;Nao;                                                                                                                                ;0;0;0;0;R$868.950,00;;;;0;0;0;0;0;0;0;0;0;0
290736ed78606406f6c618f6d6e4faaf;27/02/2022;27/02/2022;Operacao Simples ;Crimes Fazendários                                                                                                              ;SC;DPF/JVE/SC                                                      ;Nao;                                                                                                                                ;0;0;0;0;;;;;0;0;0;0;0;0;0;0;0;0
648d704e2e85df47bb2d0d7b94646c87;27/02/2022;27/02/2022;Operacao Simples ;Tráfico de Drogas                                                                                                               ;MS;DPF/PPA/MS                                                      ;Nao;Paraguai                                                                                                                        ;0;0;0;0;R$45.000,00;;;;0;0;0;0;0;0;0;0;0;0
4bebc22c0573635129e2323839cc33c3;27/02/2022;27/02/2022;Operacao Simples ;Tráfico de Drogas                                                                                                               ;PR;DPF/FIG/PR                                                      ;Nao;Paraguai                                                                                                                        ;0;0;0;0;;;;;0;0;0;0;0;0;0;0;0;0
1c68c3eceb2ec93cbf71d1f091c53f91;27/02/2022;27/02/2022;Operacao Simples ;Tráfico de Drogas                                                                                                               ;SP;DPF/GRU/SP - AIN                                                ;Nao;                                                                                                                                ;1;0;0;0;;;;;0;0;0;0;0;0;0;0;0;0
