Checksum Id Operacao;Data do Inicio;Data da Deflagracao;Tipo de Operacao;Area;Sigla Unidade Federativa;Sigla Unidade Institucional;Atuacao em Territorio Indigena;Atuacao em Territorio de Fronteira;Qtd Prisao em Flagrante;Qtd Prisao Preventiva;Qtd Prisao Temporaria;Qtd Mandado de Busca e Apreesao;Qtd Valores Apreendidos;Qtd Valores Apreendidos i11;Qtd Valores Descapitalizados;Qtd Prejuizos Causados a Uniao;Proib Ausentar Comarca;Proib Acesso ou Freq;Comparecimento Juizo;Qtd Fianca;Qtd Internacao Prov;Proib Contato;Mand Jud Caut Assec;Recol Domic Noturno;Susp Ex Func Pub A E;Monit Eletronica
4140666759e546fbada4dd1671ac77cf;04/06/2019;31/01/2022;Operacao Especial;Crimes de �dio e Pornografia Infantil                                                                                           ;RR;SR/PF/RR                                                        ;Nao;                                                                                                                                ;0;0;0;1;;;;;0;0;0;0;0;0;0;0;0;0
981707e0edff8f4a277ff28a626c8154;21/10/2021;31/01/2022;Operacao Especial;Fraudes Banc�rias                                                                                                               ;MG;DPF/MOC/MG                                                      ;Nao;                                                                                                                                ;0;0;0;15;R$393.625,00;;R$393.625,00;R$393.625,00;0;0;0;0;0;0;0;0;0;0
b61248fcbcb76b463231d88a39b5d4cb;31/01/2022;31/01/2022;Operacao Comum   ;Fraudes Banc�rias                                                                                                               ;MG;SR/PF/MG                                                        ;Nao;                                                                                                                                ;0;0;0;2;;;;;0;0;0;0;0;0;0;0;0;0
5995dce1ed66ce6cf0df32dd9b490e4e;31/01/2022;31/01/2022;Operacao de Apoio;Tr�fico de Drogas                                                                                                               ;PI;SR/PF/PI                                                        ;Nao;                                                                                                                                ;0;0;0;0;;;;;0;0;0;0;0;0;0;0;0;0
ba6666af12fbdf66c28dba18ce796b31;31/01/2022;31/01/2022;Operacao Simples ;Crimes Fazend�rios                                                                                                              ;RS;DPF/SAG/RS                                                      ;Nao;                                                                                                                                ;0;0;0;0;R$207.753,00;;;R$50.000,00;0;0;0;0;0;0;0;0;0;0
4420c18902b88efbe45014d21e059957;31/01/2022;31/01/2022;Operacao Simples ;Crimes Fazend�rios                                                                                                              ;PR;DPF/MGA/PR                                                      ;Nao;                                                                                                                                ;0;0;0;0;R$84.000,00;;;;0;0;0;0;0;0;0;0;0;0
df31e2d6234f39d2e4b6c1c9d4529db7;31/01/2022;31/01/2022;Operacao Simples ;Tr�fico de Drogas                                                                                                               ;RR;SR/PF/RR                                                        ;Nao;                                                                                                                                ;1;0;0;0;R$3.890,00;;;;0;0;0;0;0;0;0;0;0;0
eaaa57b115f2e8daa1e3e25e0de779f8;31/01/2022;31/01/2022;Operacao Simples ;Crimes Contra o Patrim�nio                                                                                                      ;RR;SR/PF/RR                                                        ;Nao;                                                                                                                                ;0;0;0;0;;;;;0;0;0;0;0;0;0;0;0;0
96e0aa6a9cf4bf16999e5523c429bcbf;31/01/2022;31/01/2022;Operacao Simples ;Crimes de Corrup��o                                                                                                             ;MS;DPF/CRA/MS                                                      ;Nao;                                                                                                                                ;3;0;0;0;R$4.400,00;;;;0;0;0;0;0;0;0;0;0;0
a1ad4f90e37fb70e48cc8a9f41e6d850;31/01/2022;31/01/2022;Operacao Simples ;Crimes Fazend�rios                                                                                                              ;MS;DPF/CRA/MS                                                      ;Nao;                                                                                                                                ;1;0;0;0;R$900,00;;;;0;0;0;0;0;0;0;0;0;0
